id:ID,name,label:LABEL,description,source,page:int,relevance_score:float,semantic_type
n_5fe7b935,Persistent,CodeStructure,"An architectural pattern that abstracts data persistence, allowing for both SQL and NoSQL databases.",The Architecture of Open Source Applications 2.pdf,238,0.85,concept
n_ef7e5290,Skill Entity,DDDConcept,"A domain entity representing a skill associated with a person, demonstrating the use of type-safe IDs.",ArchitectureOfOpenSourceApp2.pdf,354,0.75,concept
n_e35ac8d5,ClassManager,CodeStructure,Manages the mapping of user-defined classes to database tables and their attributes.,ArchitectureOfOpenSourceApp2.pdf,318,0.7,concept
n_6e6137ba,Cross-Database Syntax,DesignPrinciple,The principle of creating a schema that works across multiple SQL engines and non-SQL databases like MongoDB.,ArchitectureOfOpenSourceApp2.pdf,352,0.75,concept
n_3d2bcd8b,addtask,DesignPattern,"A pattern used to define task dependencies within a recipe, allowing for controlled execution order.",ArchitectureOfOpenSourceApp2.pdf,369,0.8,concept
n_0bb4c52b,Handler,CodeStructure,"Functions that respond to web requests, encapsulating logic for handling specific routes.",ArchitectureOfOpenSourceApp2.pdf,357,0.9,concept
n_fa9eb171,HTTP Accept Header,DesignPrinciple,A principle that allows clients to specify the desired response format from the server.,ArchitectureOfOpenSourceApp2.pdf,357,0.7,concept
n_a3cf3e65,Global State Management,DesignPrinciple,"A principle that highlights the challenges of using global variables in libraries, particularly in terms of state management across multiple instances.",ArchitectureOfOpenSourceApp2.pdf,374,0.75,concept
n_73e4fecb,Runqueue Object,CodeStructure,Object created by BitBake that manages the execution order of tasks during the build process.,ArchitectureOfOpenSourceApp2.pdf,367,0.7,concept
n_68e064a1,Medusa,ArchPattern,"A platform for writing networking servers in Python based on the asyncore module, though it has drawbacks in maintenance and portability.",ArchitectureOfOpenSourceApp2.pdf,329,0.7,concept
n_eb04f109,Cross-Platform Support,QualityAttribute,"The ability of Twisted to provide a uniform interface across major operating systems, enhancing its usability.",ArchitectureOfOpenSourceApp2.pdf,329,0.8,concept
n_2aac45bf,Batteries-Included,QualityAttribute,A design principle where Twisted provides implementations of popular application-layer protocols out of the box.,ArchitectureOfOpenSourceApp2.pdf,329,0.8,concept
n_c548bb9c,Publish/Subscribe Pattern,ArchPattern,A messaging pattern that allows messages to be broadcast to multiple subscribers.,ArchitectureOfOpenSourceApp2.pdf,385,0.8,concept
n_b136ef5f,TCP,CodeStructure,A specific implementation of the transport layer providing reliable data transmission.,The Architecture of Open Source Applications 2.pdf,260,0.75,concept
n_f5ef036b,UDP,CodeStructure,A protocol for connectionless unreliable packet transfer in the transport layer.,ArchitectureOfOpenSourceApp2.pdf,385,0.7,concept
n_246fb0ec,prepend/append functionality,DesignPattern,A method of extending task functionality in BitBake by injecting code at the beginning or end of a task.,ArchitectureOfOpenSourceApp2.pdf,364,0.7,concept
n_6878d001,SaaS Architecture,ArchPattern,"An architectural pattern that allows software to be delivered over the internet as a service, enabling scalability and accessibility.",software-architecture-in-practice-4.pdf,324,0.85,concept
n_b77b8626,CRUD Operations,DesignPattern,"Basic operations (Create, Read, Update, Delete) that are fundamental to data management in services.",Software.Architecture.The.Hard.Parts.pdf,277,0.8,concept
n_d3ca42ca,Domain Object,DDDConcept,"An object that represents a concept in the domain, which should encapsulate behavior and data.",AW.Implementing.Domain-Driven.Design.pdf,62,0.75,concept
n_87ca7a72,Database Constraints,CodeStructure,Rules defined in the database to prevent invalid states from being persisted.,AW.Implementing.Domain-Driven.Design.pdf,62,0.7,concept
n_d7c2c61d,Service Interface,CodeStructure,"Defines the operations exposed by a service, crucial for testing and quality assurance.",Joseph Ingeno - Software Architect’s Handbook_ Become a successful software architect by implementing effective architecture concepts-Packt Publishing (2018).pdf,283,0.9,concept
n_7877c4dc,Mediator Pattern,DesignPattern,A behavioral design pattern that facilitates communication between colleagues (objects) by centralizing the communication logic in a mediator object.,DesignPatternElementofResusableOOSoftware.pdf,298,0.9,concept
n_4032d232,SprintId,DDDConcept,A value object representing the unique identifier for a sprint in the domain model.,AW.Implementing.Domain-Driven.Design.pdf,75,0.75,concept
n_796f7901,Integration Relationships,DesignPrinciple,The principles governing how different models and systems interact and integrate with each other.,AW.Implementing.Domain-Driven.Design.pdf,92,0.75,concept
n_f9491555,Agile Project Framework,ArchPattern,"A methodology that promotes iterative development, collaboration, and flexibility in software development processes.",AW.Implementing.Domain-Driven.Design.pdf,80,0.7,concept
n_668a0328,Strategic Design,DesignPrinciple,An approach in Domain-Driven Design that emphasizes the importance of understanding the broader context and relationships within the domain.,AW.Implementing.Domain-Driven.Design.pdf,84,0.75,concept
n_836e596e,Optimal Acquisitions Context,DDDConcept,A specific Bounded Context that aligns with the Optimal Acquisitions Core Domain.,AW.Implementing.Domain-Driven.Design.pdf,103,0.8,concept
n_ca61fe45,Purchasing Context,DDDConcept,A Bounded Context developed to refine technical aspects of the purchasing process.,AW.Implementing.Domain-Driven.Design.pdf,103,0.75,concept
n_2ff9d89b,ERP Purchasing Module,CodeStructure,A module that provides purchasing functionalities within an ERP system.,AW.Implementing.Domain-Driven.Design.pdf,103,0.7,concept
n_c73bf92a,Inventory Context,DDDConcept,A Bounded Context that manages warehousing items and interacts with the ERP inventory module.,AW.Implementing.Domain-Driven.Design.pdf,103,0.75,concept
n_95ed006c,Inventory Module,CodeStructure,A module within the ERP system that manages inventory-related functionalities.,AW.Implementing.Domain-Driven.Design.pdf,103,0.7,concept
n_6b88e1cf,System Architecture Diagrams,ArchPattern,"Visual representations of the system\'s architecture, showing components and their relationships.",AW.Implementing.Domain-Driven.Design.pdf,141,0.6,concept
n_afd39cd3,Feature Testing,QualityAttribute,A quality attribute that verifies that specific features of the software function correctly.,AW.Implementing.Domain-Driven.Design.pdf,158,0.75,concept
n_0a53d6fe,ProductResource,CodeStructure,A RESTful resource class that handles HTTP requests for product-related operations.,AW.Implementing.Domain-Driven.Design.pdf,171,0.9,concept
n_0f6a4c91,In-memory Repository,CodeStructure,A repository implementation that uses in-memory data structures for testing purposes.,AW.Implementing.Domain-Driven.Design.pdf,171,0.7,concept
n_0f14c442,Messaging Adapter,CodeStructure,"A component that facilitates communication between services using messaging protocols, acting as an intermediary.",AW.Implementing.Domain-Driven.Design.pdf,174,0.65,concept
n_19a3dce6,Architectural Styles,ArchPattern,General approaches to software architecture that define the structure and organization of a system.,AW.Implementing.Domain-Driven.Design.pdf,153,0.8,concept
n_280b5193,Security Module,CodeStructure,A module responsible for handling security and permissions within the application.,AW.Implementing.Domain-Driven.Design.pdf,121,0.6,concept
n_4c4ad5fc,HTML,CodeStructure,"Hypertext Markup Language, used for structuring content on the Web, often served by RESTful services.",AW.Implementing.Domain-Driven.Design.pdf,177,0.6,concept
n_86a20787,"Extract, Transform, Load (ETL)",CodeStructure,"A data warehousing process that involves extracting data from the command model, transforming it, and loading it into the query model.",AW.Implementing.Domain-Driven.Design.pdf,189,0.75,concept
n_4f443d18,Event Publisher,CodeStructure,A component responsible for publishing domain events to notify other parts of the system.,AW.Implementing.Domain-Driven.Design.pdf,186,0.8,concept
n_e90281c8,Table View,CodeStructure,"A database structure that presents data in a specific format for user interfaces, often tailored to user roles.",AW.Implementing.Domain-Driven.Design.pdf,184,0.75,concept
n_bc51bfff,Security Role-Based Views,DesignPattern,A design pattern that creates different views based on user roles to enforce data access security.,AW.Implementing.Domain-Driven.Design.pdf,184,0.7,concept
n_ba7f32bf,User Interface View Type,CodeStructure,A specific representation of data tailored for different user roles in the application.,AW.Implementing.Domain-Driven.Design.pdf,184,0.65,concept
n_521feaaa,Process State Tracker,CodeStructure,"A code structure that tracks the state of a long-running process, including completion and timeout.",AW.Implementing.Domain-Driven.Design.pdf,200,0.7,concept
n_2340424a,Executive Component,CodeStructure,A component responsible for tracking the state and progress of long-running processes.,AW.Implementing.Domain-Driven.Design.pdf,198,0.8,concept
n_e329c894,Stateless Process,ArchPattern,A process design where each message handler does not maintain state between messages.,AW.Implementing.Domain-Driven.Design.pdf,198,0.75,concept
n_1010f5e2,Parallel Processing,DesignPattern,A design pattern that allows multiple processes to be executed simultaneously to enhance performance.,swebok-v4.pdf,319,0.9,concept
n_e470a614,Grid Computing,ArchPattern,A distributed computing architecture that enables resource sharing across multiple systems.,AW.Implementing.Domain-Driven.Design.pdf,206,0.75,concept
n_8afeaf0e,Continuous Query,ArchPattern,A pattern that allows clients to register queries to receive notifications of changes in data.,AW.Implementing.Domain-Driven.Design.pdf,208,0.85,concept
n_2251ef79,UUID (Universally Unique Identifier),DesignPattern,A pattern for generating unique identifiers that can be used across distributed systems.,AW.Implementing.Domain-Driven.Design.pdf,218,0.85,concept
n_f649de40,Factory Object,CodeStructure,"An object responsible for creating instances of other objects, particularly for generating unique identities.",AW.Implementing.Domain-Driven.Design.pdf,218,0.8,concept
n_5d893ddc,Type 4 UUID,DesignPattern,A specific implementation of UUID generation that uses a pseudo-random number generator.,AW.Implementing.Domain-Driven.Design.pdf,218,0.8,concept
n_b9aed205,Type 3 UUID,DesignPattern,A UUID generation method that uses a name-based approach with hashing.,AW.Implementing.Domain-Driven.Design.pdf,218,0.8,concept
n_2ebda98c,SequenceStyle-Generator,DesignPattern,A design pattern used in Hibernate for generating unique identifiers.,AW.Implementing.Domain-Driven.Design.pdf,224,0.7,concept
n_6575526c,PreparedStatement,CodeStructure,A Java interface for executing precompiled SQL statements.,AW.Implementing.Domain-Driven.Design.pdf,224,0.75,concept
n_1c1dc3e4,Product Aggregate Root,DDDConcept,Represents the main entity in a domain model that encapsulates related entities and value objects.,AW.Implementing.Domain-Driven.Design.pdf,221,0.9,concept
n_941a473b,Security Credential,DDDConcept,Indicates the existence of a password for user authentication.,AW.Implementing.Domain-Driven.Design.pdf,238,0.6,concept
n_4baeb85f,ValidationNotificationHandler,CodeStructure,Handles notifications related to validation processes.,AW.Implementing.Domain-Driven.Design.pdf,257,0.75,concept
