id,source,target,relationship_type,properties
Computation_Independent_Model_(CIM)|Maintainability|RELATES_TO,Computation Independent Model (CIM),Maintainability,RELATES_TO,"{description: ""CIMs enhance maintainability by clearly defining domain abstractions.""}"
Computer|Cpu|DEPENDS_ON,Computer,Cpu,DEPENDS_ON,"{description: ""The Computer class has a dependency on the Cpu interface for its functionality.""}"
Computer|Keyboard|DEPENDS_ON,Computer,Keyboard,DEPENDS_ON,"{description: ""The Computer class has a dependency on the Keyboard interface for its functionality.""}"
Computer|Monitor|DEPENDS_ON,Computer,Monitor,DEPENDS_ON,"{description: ""The Computer class has a dependency on the Monitor interface for its functionality.""}"
ComputerPartsFactory|createCpu|CONTAINS,ComputerPartsFactory,createCpu,CONTAINS,"{description: ""The ComputerPartsFactory interface contains the createCpu method, which is essential for creating CPU objects.""}"
ComputerPartsFactory|createKeyboard|CONTAINS,ComputerPartsFactory,createKeyboard,CONTAINS,"{description: ""The ComputerPartsFactory interface contains the createKeyboard method, which is essential for creating keyboard objects.""}"
ComputerPartsFactory|createMonitor|CONTAINS,ComputerPartsFactory,createMonitor,CONTAINS,"{description: ""The ComputerPartsFactory interface contains the createMonitor method, which is essential for creating monitor objects.""}"
ComputerStore|Abstract_Factory_Design_Pattern|IMPLEMENTS,ComputerStore,Abstract Factory Design Pattern,IMPLEMENTS,"{description: ""The ComputerStore class utilizes the Abstract Factory design pattern to create computer objects.""}"
ComputerStore|AdvancedComputerPartsFactory|DEPENDS_ON,ComputerStore,AdvancedComputerPartsFactory,DEPENDS_ON,"{description: ""The ComputerStore class can instantiate the AdvancedComputerPartsFactory to create advanced computer parts.""}"
ComputerStore|Aggregate_Interface|IMPLEMENTS,ComputerStore,Aggregate Interface,IMPLEMENTS,"{description: ""The ComputerStore class implements the Aggregate Interface to provide iterator functionality.""}"
ComputerStore|Factory_Method|IMPLEMENTS,ComputerStore,Factory Method,IMPLEMENTS,"{description: ""The ComputerStore class implements the Factory Method design pattern to create computer products.""}"
ComputerStore|StandardComputerPartsFactory|DEPENDS_ON,ComputerStore,StandardComputerPartsFactory,DEPENDS_ON,"{description: ""The ComputerStore class can instantiate the StandardComputerPartsFactory to create standard computer parts.""}"
ComputerStore|StoreProductIterator|IMPLEMENTS,ComputerStore,StoreProductIterator,IMPLEMENTS,"{description: ""The ComputerStore interface defines the method for creating a StoreProductIterator.""}"
Concatenation_Approach|Selection_Management_Code|RELATES_TO,Concatenation Approach,Selection Management Code,RELATES_TO,"{description: ""The concatenation approach is a technique used within the selection management code to handle deletions without special cases.""}"
Concatenation_Approach_for_Deletion|Empty_Selection|RELATES_TO,Concatenation Approach for Deletion,Empty Selection,RELATES_TO,"{description: ""The concatenation approach effectively handles the empty selection case during deletion.""}"
Concept_Reuse|Design_Patterns|RELATES_TO,Concept Reuse,Design Patterns,RELATES_TO,"{description: ""Concept reuse is often embodied in design patterns, which provide reusable solutions to common problems.""}"
Concrete_Command|Command_Pattern|IMPLEMENTS,Concrete Command,Command Pattern,IMPLEMENTS,"{description: ""Concrete Command subclasses implement the Command pattern by defining specific actions and managing receivers.""}"
Concrete_Command|Command_Pattern|IMPLEMENTS,Concrete Command,Command Pattern,IMPLEMENTS,"{description: ""Concrete Command subclasses implement the Command pattern by defining specific actions to be executed.""}"
Concrete_Command|Document_Object|DEPENDS_ON,Concrete Command,Document Object,DEPENDS_ON,"{description: ""Concrete Command instances often operate on Document objects to perform actions like opening or pasting.""}"
ConcreteAggregate|AdvancedProductList|DEPENDS_ON,ConcreteAggregate,AdvancedProductList,DEPENDS_ON,"{description: ""ConcreteAggregate may depend on AdvancedProductList to provide a specific implementation of the iterator.""}"
ConcreteAggregate|Aggregate|IMPLEMENTS,ConcreteAggregate,Aggregate,IMPLEMENTS,"{description: ""ConcreteAggregate implements the Aggregate interface to create instances of ConcreteIterator.""}"
ConcreteAggregate|SimpleProductList|DEPENDS_ON,ConcreteAggregate,SimpleProductList,DEPENDS_ON,"{description: ""ConcreteAggregate may depend on SimpleProductList to provide a specific implementation of the iterator.""}"
ConcreteBorrowedCharacter|BorrowedCharacter|IMPLEMENTS,ConcreteBorrowedCharacter,BorrowedCharacter,IMPLEMENTS,"{description: ""ConcreteBorrowedCharacter provides concrete implementations for the methods defined in the BorrowedCharacter interface.""}"
ConcreteBuilder|Builder_Pattern|IMPLEMENTS,ConcreteBuilder,Builder Pattern,IMPLEMENTS,"{description: ""ConcreteBuilder implements the Builder pattern to create specific representations of products.""}"
ConcreteBuilder|Builder_Pattern|IMPLEMENTS,ConcreteBuilder,Builder Pattern,IMPLEMENTS,"{description: ""ConcreteBuilder implements the Builder pattern to define how a product is constructed.""}"
ConcreteCommand|DeleteCommand|IMPLEMENTS,ConcreteCommand,DeleteCommand,IMPLEMENTS,"{description: ""DeleteCommand is a specific instance of ConcreteCommand that performs delete operations and manages its state.""}"
ConcreteCommand|DeleteCommand|IMPLEMENTS,ConcreteCommand,DeleteCommand,IMPLEMENTS,"{description: ""DeleteCommand is a specific type of ConcreteCommand that handles the deletion of objects.""}"
ConcreteCommand|Receiver|DEPENDS_ON,ConcreteCommand,Receiver,DEPENDS_ON,"{description: ""ConcreteCommand depends on Receiver to perform the action defined in the command.""}"
ConcreteCommand|Undo_Operation|DEPENDS_ON,ConcreteCommand,Undo Operation,DEPENDS_ON,"{description: ""ConcreteCommand can implement an undo operation to reverse its effects, enhancing the Command pattern.""}"
ConcreteCommand|Undo_Operation|DEPENDS_ON,ConcreteCommand,Undo Operation,DEPENDS_ON,"{description: ""ConcreteCommand can implement undo operations to allow for reversing actions.""}"
ConcreteCommand|execute()_method|CONTAINS,ConcreteCommand,execute() method,CONTAINS,"{description: ""ConcreteCommand contains the execute() method that calls the action on the Receiver.""}"
ConcreteComponent|Component|IMPLEMENTS,ConcreteComponent,Component,IMPLEMENTS,"{description: ""ConcreteComponent implements the Component interface, providing the core functionality that decorators will enhance.""}"
ConcreteDecorator|Component|DEPENDS_ON,ConcreteDecorator,Component,DEPENDS_ON,"{description: ""ConcreteDecorator classes depend on the Component interface to ensure they conform to the expected behavior.""}"
ConcreteDecorator|Component|DEPENDS_ON,ConcreteDecorator,Component,DEPENDS_ON,"{description: ""ConcreteDecorator depends on the Component interface to ensure it adheres to the expected behavior of the decorated objects.""}"
ConcreteDecorator|Component|DEPENDS_ON,ConcreteDecorator,Component,DEPENDS_ON,"{description: ""ConcreteDecorator relies on the Component interface to define the operations that can be decorated.""}"
ConcreteElement|Visitor_Pattern|DEPENDS_ON,ConcreteElement,Visitor Pattern,DEPENDS_ON,"{description: ""ConcreteElement depends on the Visitor pattern to allow operations to be added without modifying its class.""}"
ConcreteFactory|Prototype|DEPENDS_ON,ConcreteFactory,Prototype,DEPENDS_ON,"{description: ""ConcreteFactory can utilize the Prototype pattern to create new products by cloning existing prototypes.""}"
ConcreteFactory|partCatalog|CONTAINS,ConcreteFactory,partCatalog,CONTAINS,"{description: ""The ConcreteFactory contains a partCatalog that stores prototypes for creating new product instances.""}"
ConcreteFactory|partCatalog|CONTAINS,ConcreteFactory,partCatalog,CONTAINS,"{description: ""The partCatalog is a structure within ConcreteFactory that holds prototypes for cloning.""}"
ConcreteFactory1|AbstractProductA|IMPLEMENTS,ConcreteFactory1,AbstractProductA,IMPLEMENTS,"{description: ""ConcreteFactory1 implements the AbstractProductA interface to create specific product instances.""}"
ConcreteFactory2|AbstractProductA|IMPLEMENTS,ConcreteFactory2,AbstractProductA,IMPLEMENTS,"{description: ""ConcreteFactory2 implements the AbstractProductA interface to create different specific product instances.""}"
ConcreteHandler|Chain_of_Responsibility|IMPLEMENTS,ConcreteHandler,Chain of Responsibility,IMPLEMENTS,"{description: ""ConcreteHandler is a specific implementation of the Chain of Responsibility design pattern, handling requests and managing successors.""}"
ConcreteHandler|Chain_of_Responsibility|IMPLEMENTS,ConcreteHandler,Chain of Responsibility,IMPLEMENTS,"{description: ""ConcreteHandler is a specific implementation of the Chain of Responsibility design pattern.""}"
ConcreteIterator|Iterator|IMPLEMENTS,ConcreteIterator,Iterator,IMPLEMENTS,"{description: ""ConcreteIterator implements the Iterator interface to provide specific traversal functionality.""}"
ConcreteObserver|ConcreteSubject|DEPENDS_ON,ConcreteObserver,ConcreteSubject,DEPENDS_ON,"{description: ""ConcreteObserver depends on ConcreteSubject to receive updates about state changes.""}"
ConcreteObserver|Observer_Interface|IMPLEMENTS,ConcreteObserver,Observer Interface,IMPLEMENTS,"{description: ""ConcreteObserver implements the Observer interface to define how it reacts to updates from the ConcreteSubject.""}"
ConcreteObserver|Observer_Interface|IMPLEMENTS,ConcreteObserver,Observer Interface,IMPLEMENTS,"{description: ""ConcreteObserver implements the Observer interface to define how it responds to notifications from the subject.""}"
ConcreteObserver|Observer_Interface|IMPLEMENTS,ConcreteObserver,Observer Interface,IMPLEMENTS,"{description: ""ConcreteObserver implements the Observer interface to define how it updates its display based on state changes.""}"
